compra reconhecir,dia identifiqueir fatura compr reconheci entrar contato chat resolver aparentemente resolvidofiquei preocupar achar melhor olhar atentamente fatura encontrei outro compra entrar novamente contato shopee expliquei pedi ajudar encontrar pedido saber mesmo comprado enganar outro compra desconhecidamer pedir preencher fórmula preenchi resposta Momentoentrei contato shopee outro vez saber resposta mandar esperar entrar contatopreenchi formulário setembro hoje outubrar ainda resposta
completamente decepcionar,compr dois mini liquidificador dois presente dois pessoa diferentes funcionar pessoa utilizar outro funcionar então peguei voltar querer devolver somente querer dinheiro volta Shopee alegar fazer reembolso devolver dois apenas defeito outro pessoa presentear utilizar
produto faltanto,compr dois produto shopee loja bazar produto carimbo ur abajur iluminario chegar vir faltar produto abajurr assim recebi entrar contato loja bazar além demorar responder solucionar problema entrei contato shopee entrar tentar porque ideiar pouco dever suporte falar diretamente atendente acontecer problema de esse atendente eletrônico resolver nenhum ainda resolver problema pedir reembolso agora nada querer reembolsar valor certo comprei dar proposta inferior compr coisa achar erro parte shopeer culpa loja enviar produto certos comprei dever descontar
saga contninuar entrega atrasar,dois pedido shopee codigo pedido chegar último centro logístico salvador desde atualização pedir chegar teoria aonde moro nada chegar segundo reclamação fazer nada resolver falta consideração danar cliente ir seguno pedir falar rota entregar agreditar pois enrolação reclação pedir reembolso paraecer nada produto aparecer codigo produto gentileza respostar dois produto segundo prejudicar aer pois ligar impressora pois fazer faculdade epreciso imprimir algum coisa comprar pensar rapir lenheicade decepicionar
esperar entrega chegar contato,compra Shopee sempre entregar correio local ontem descobrir transportadora produto constar sair entregar desde ontem agora entregar pedir alguém ficar receber correio checar fico presa esperar entrega sair pois moro sozinhar sequer passar telefone transportadora saber vir péssimo logística péssimo venda prazo fato poder sair pois escrito sair entregar desde ontem manhã entregar Japão
shopee funcionar,shopee funcionar saldo descontar anunciar produto desde parar funcionar ficar impressão clique ter saldo antes funcionar normalmente ajude em isso
mercadoria entregar assim shopee liberar dinheiro vendedor,comprar mercadoria shopee tempo sistema aparecer entregar reclamação pois haver receber nada vendedor contestar Shopee solicitar comprovante entregar transportadora seguinte pessoa desconhecer entrar contato comigo perguntar problema mercadoria shopee dizer haver receber encomenda nenhum outro informação hoje aparecer comprovante entregar assinaturar sistema shopee dinheiro entregar vendedor fiquei mercadoria
três estorno receber,estorno quatro primeiro shoppee estornar aguardar recente agosto gente vendedor cancelar boleto bancário bastão cola vendedor enviar pedir patar pedir estorno clicado receber boleto bancário datar proprio loja enviar cartão pedir desculpa enviar produto cliquei receber cartão produto faltar recente cancelamento contar loja loja cancelar pedir conta próprio loja enviar bastão colo quente orientar pedisse estorno loja enviar adesivo valor orientar pedisse estorno dois último paguei dever ressarcir tudo comprovar banco constar nada passar constrangimento enviar prints estrato financeiro comprovar estorno fazer contar corrente constar valor perfil shoppe tudo normalizar quanto dado banco caso onde paguei boleto Bancáriofiz reclamação protocolo evanx enviar comprovante estorno valor cair conta bancário provei enviar extratosshoppe gosto site favor resolva cliente
embalagem violar produto faltar,realizei pedir comprei produto em esse pedido embalagem chegar violar entregar deixar portão entregar produto violar faltar metade produto outro entregar entrar contato resolver paguei produto agora nada resolver jeito procon
produto quebrar empresa reembolso,compr tr armação oculos lente grau apo colocar lente ótico semana dormir armação quebrar suportar pressão lente resistente pedir reembolso aceitar poder ficar prejuizo empresa dever solidaria tanto shoppe vendedor querer codigo postagem receber valor pagar parte valor gastar armação solicitar providencia imediato preciso comprar armação qualidadecódigo pedir
super atrasar encomenda,ficar entregar mercadoria nada atualizar ficar roto entregar simplesmente entregar mercadorio querer cancelar pois precisar mercadoria cliente tempo compro demais shoppee ultimamente horrível entrega transportadora shoppee pior prefiro vez envio correiosquero solução problemaou simplesmente voltar nunca cabeça
querer devolver dinheiro,desde entro contato shoope pedir reembolso valor mantar compr pois vendedor mandar mensagem falar conseguir postar pedir porque shoope emitir etiqueta errar pois abrir solicitação obtiver nenhum retorno entrar contato novamente informar retorno advinhar hoje nadasimplesmente nada lixo atendimento hoje entrar contato novamente pedir cancelar reembolso ser solicitar atendente passar informação surreal informar nenhum solicitação abrir abrir hoje hoje dinheiro pagar boleto contar devolver apenas dia útil realmente brincadeira caraatendimento lixo revoltante
reembolso realizar momento,solicitação devoluçãoreembolso devolver pedir vendedor assim reembolso postar correio produto ontem último devolver hoje recebir notificação informar cancelar processo devoluçãovoce ê dever aguardar postagem finalização processo antes cancelar porque devolvi dentro prazo procedo reembolso seguir anexo comprovante postagemobs aprovar reembolso meio reclamação anterior início setembro momento concluídar pagamento pedir
cancelamento faltar pagamento,shopeer cancelar várias venda devido comunicação falho correio correio reportar mensagem falho entregar Shopee cancelar venda outro comprador receber mercadoria vendedor ficar pagamento anexar apenas caso recente esperar receber produto entregar corretamente
entregar atrasar Código rastreio inexistente,compra site shopee inicialmente entregar prever porém recebi produto consigo localizar código rastreio todo apps rastreio encomenda resposta inexistente entrar contato chat shopee infelizmente atendente saber dizer motivo de isso retorno sobre data poder receber produtogostaria resposta sobre ocorrer
entregar rastreio,olhar algum ano compro várias coisa shopee confesso lugar preferir entanto vergonhoso algum transportadora responsável entregar algum coisa chegar amassar outro atraso rastreio funcionar dentro shopee cliente entrar contato atendente por problema continuar sacanagem dizer culpa apenas shopee porém peço escolhar cautela transportadora prejudicar empresa problema dias comprar porém cerca dia atualização rastreio pedir pedir coletar único informação infelizmente com si achar transportadora efetuar rastreio através site pois todo site achar compatível Código rastreio gentileza peço agilizar problema preciso de esse material trabalho rápido possível
entregar demorar,foise tempo shopee plataforma entregar rapidamente pedido hoje vantajoso comprar chinadepois mudar transportadora ficar péssimopedido ficar dia movimentação sequer demor chegar constar entregar ser entregar vez jogar produto portãonão valer pena serviço decair demaisdigo compradora vendedora shopee
coloquei endereço errar,preciso urgentemente trocar endereço pois fazer várias tentativa entregar implorar ajudar compra gastar real compra chegar ruim dois pedido dever chegar chegar causa endereço errar ajudem alterar amor Deus tentar tudo urgente
atraso entregar,preciso entregar encomenda dia centro distribuição chegar endereço
produto vir danificar,querer produto vir defeito site querer aceitar devolução
