title,text 
Compra não enviada.,"Fiz uma compra em 14/10 e até o momento o produto não foi enviado.O prazo de entrega no site estava até 01/11.Reclamei anteriormente, segui o procedimento orientado para atendimento direto pelo app.Recebi um email, questionando se eu realmente queria manter a solicitação de cancelamento ou aguardar o envio do produto (porém sem data definida). Respondi que queria manter a solicitação de cancelamento.Me retornaram informando que não seria possível o cancelamento.Se não vão cancelar, pq questionam se quero cancelar? Onde está o respeito pelo cliente?Se não vão cancelar, acionem a loja e liberem a troca do produto.A falta de respeito pelo consumidor é tão grande, que nem opções e um atendimento humanizado vocês disponibilizam.Poderiam prestar um atendimento com o mínimo de respeito pelo menos."
Meu pedido da Shein está muito atrasado,"Fiz meu pedido dia 10/10/22 e o paguei no mesmo dia. O pedido é nacional, estava previsto para chegar dia 26/10, porém não tenho notícias dele. No perfil consta que está em processamento, me enviaram uma mensagem dizendo que o atraso era por conta da demanda e que meu pedido seria enviado com urgência, mas isso já faz quase 1 mês e nada. Meus emails com perguntas não são repondidos e não consigo falar no chat online.   Não consigo cancelar pois diz que já foi enviado, mas não tem o número para rastreamento. Está em processamento desde o dia 11. Lá consta que foi enviado antes mesmo de o pagamento ser confirmado e sequer efetuado. "
Atraso da Shein,Comprei uma bermuda na shein e devolvi pra trocar tem um mes e nada de chegar 
Realizei uma compra nem recebi o produto nem reembolso ,"Boa tarde, realizei uma compra já tem duração de quase dois meses e nada foi resolvido, nós recebidos mostra que o produto foi entregue e não recebi o produto nem recebi o reembolso. Já solicitei várias vezes no próprio aplicativo e nada se resolveu."
Não entregam o produto nem devolvem seu dinheiro,"Meu pedido GSHN3K55M00MCT1 feito no dia 04 de outubro sequer saiu do ponto de origem até hoje (dia 10/11), a empresa informa atraso por conta de tufão (sendo que meu pedido é nacional) e sequer dá a opção de devolução do dinheiro. Quero meu dinheiro de volta! Não quero esperar produto algum mais! Respeitem o Código de Defesa do Consumidor e as leis brasileiras! "
Compra ilusoria ,"Boa tarde, Eu adquirir um curso na shein e não trouxe expectativanenhuma e o pessoal do suporte não respondem, me fazendo de besta , portanto, quero meu dinheiro de volta, ele ainda tá no prazo de 7 dias, portanto, eu queria o estorno, grato Leandro Gama"
Pedido Processando a dois meses ,Fiz um pedido no site no dia 09/09/2022 e até hoje 10/11/2022 está em processamento. O número do pedido é: GSHNWP59100NLE0. Peço que resolvam isso por favor.
ME AJUDEM!!!!!,"Fiz um pedido à quase um mês, esperei a entrega e só depois de um mês fiquei sabendo que meu pedido foi devolvido ao remetente por que excedeu o prazo de espera pra retirada nos correios, sendo que não fui avisada previamente!!!!! Quero saber como fica essa situação, preciso que pelo menos devolvam o dinheiro que gastei Nome: Lorena Oliveira Mauris Rangel Tel: 27992242940Email: lorenarangell48@gmail.com Código de rastreio: NA 566784466BR Pedido: #GSHN4132Q00MUKL"
"Objeto constatado no correios como entregue ao remetente, mas nada foi entregue a mim.","Realizei uma compra na loja shein no dia 11 de outubro de 2022, porém alem de ter um atraso na entrega, fui consultar o rastreio no site do correios e consta como entregue ao remetente e não recebi nada até hoje, o produto consta ainda no meu país, entreguei em contato com a agencia correios nada puderam fazer, então quero uma resposta da loja shein ou entregam meu produto ou meu dinheiro de volta pq alem do atraso foi mandado de volta o produto sendo que nem tentativas de entrega foi realizado, ja realizei varias compras no site mais primeira vez que isso acontece, entao por favor, me deem uma resposta enquanto o pedido ainda esta No brasill, o codigo do pedido é NA553830808BR, quero uma solução pra este problema pq é um descaso com o cliente. "
Não consigo usar o shein vip ,"Já fiz várias compras no app, inclusive já estou no nível S3 do shein vip. Porém, aparece uma mensagem dizendo que não está disponível para o Brasil. Só que já vi pessoas dizendo que sim usam. O que fazer nesse caso? Quero utilizar os benefícios já que atingi os requisitos."
PRODUTO [Editado pelo Reclame Aqui] DOS CORREIOS,"Pela primeira vez realizei uma compra pela SHEIN no dia 31/10. No dia 06/11 meu pedido saiu para a entrega e no dia 07/11 houve atualização informando que o objeto foi [Editado pelo Reclame Aqui]. O próprio aplicativo da SHEIN pede para eu entrar em contato com a operadora local, mas ao entrar em contato com os correios, eles informam que o remetente é quem tem que abrir a reclamação sobre o objeto [Editado pelo Reclame Aqui] e não o destinatário. Retorno ao aplicativo na tentativa de abrir uma reclamação ou algo do tipo, eu só consigo um chat com respostas automáticas que fala que meu endereço e número de telefone está incorreto. Sendo que as informações estão todas corretas e o erro não foi meu. O aplicativo precisa muito de melhorias nesse sentido. Pois até agora não consegui solucionar esse incômodo problema. Fiz a compra contanto que teria meu produto a tempo da viagem e até agora só tive dor de cabeça. No próprio rastreio do aplicativo consta a informação que o produto foi [Editado pelo Reclame Aqui] dos correeiros e até agora não tive nenhum respaldou para a solução "
Não chega os pedidos ,Fiz 2 compras no mês passado e vi que a shein enviou. Porém depois de um tempo vi que o correios parou de atualizar onde estavam as compras e nunca chegou desde então. Aguardo um retorno 
Compra realizada por terceiros em minha conta Shein,"Na tarde do dia 09/11 recebi uma Mensagem que meu pedido saiu para entrega, estranhei pois não havia realizado nenhuma compra. Para minha surpresa e preocupação haviam realizado 5 compras e sendo enviado para um endereço diferente do meu. Endereço esse de sp e informando nomes de lojas com meu sobrenome.  Minha maior preocupação de como tiveram acesso as minhas informações e conta e se não foi utilizado  cartão clonado e colocando meu cpf como faturamento.  Isso é mt grave!! 2 compras consegui cancelar  e outros 3 está em transito para o tal endereço em SP. Infelizmente não se consegue falar com nenhum canal da shein para que possam resolver. No aguardo urgente de um retorno. Aline Brum"
Preciso de reembolso ,Fiz uma compra na shein dia 31 de maio paguei com cartão de crédito cancelei o pedid  o mas não fui reembolsado 
NÃO RECEBI MEU REEMBOLSO,No app fala que meu reembolso foi recebido mas não foi. Tentei falar com a shein diversas vezes mas o contato é apenas com um robô que de nada ajuda. 
não consigo acessar o aplicativo da shein,"eu troquei de celular e perdi o acesso ao aplicativo da shein e não tenho mais acesso ao número que entrava no aplicativo, como faço?"
meus produtos não chegaram e está como enviado,"Boa tarde, meu nome é Tereza e eu faço compras na Shein ha algum tempo e nunca tive problema. Agora fiz umas compras de enfeites de Natal e não chegou. No aba de rastrear mostra que foi devolvido por não ter ninguém em casa ou endereço errado. Não é possível pq SEMPRE tem gente na minha casa e o endereço já esta cadastrado no site. Recebi compras que fiz antes e depois dessa compra, portanto o endereço está certo. Tento entrar em contato com a Shein, mas esse numero do produto NÃO APARECE EM LUGAR ALGUM, mas ja foi debitado no meu cartão de credito. O Numero do produto é: GSHN4323U00MPCL  e tem 7 produtos nesta compre. Ja mandei email e liguei para o numero q achei no site ( 08007250100)e nada. Só quero os meus produtos ou quero o meu dinheiro de volta. A MAIOR RECLAMAÇÃO É QUE NÃO CONSIGO FALAR COM NINGUÉM, SÓ ROBO. Será que vcs podem em ajudar??"
Encomenda com mais de 30 dias processando,Fiz uma compra no dia 04/10 no Pix e já se passaram 35 dias e ainda está processando. Isso é uma falta de respeito com o consumidor. Solicito que envie urgente minha encomenda.Encomenda : GSHN3K12U0011P2
Peças faltando na entrega,"Fiz um pedido de duas bermudas, porém no pacote veio apenas uma"
Encomenda errado ,Boa tarde  fui buscar  minha encomenda hoje no correio  venho errado 
Pedido não sai de Instalação local,"Boa tarde!Fiz duas compras na Shein semana passada e essa semana recebi a mensagem dia 07/11 que tinham chegado na instalação local e ontem (09/11) dizendo  O posto local está em funcionamento normal, por favor, seja paciente e até agora nada de atualizar nos Correios.Vocês poderiam me ajudar com esse problema? O prazo é até semana que vem e não atualiza.Código de rastreio dos dois pedidos:NA608882974BRNA620587476BR"
Minha entrega não  chegou,Minha entrega não  chegou e fui informada  que tentaram fazer a entrega e NÃO  encontraram o endereço  sendo que ja fiz outras compras e entregaram normalmente  dessa vez veio pelo Correios e NÃO  veio ninguem  entregar pois tinha gente em casa e agora o site da shein e dos Correios  me informam que esta na Central  de testamento e NÃO  me informam se eu vou receber meu produto pois não  posso buscar 
Despachado e insusseso de entrega.,Meu pedido da SHEIN era pra ter chegado dia 27/10 mais não chegou e no app tá assim.    *Insusseso de entrega endereço não visitado*       E agora o que eu faço?      Eu quero minha compras.
Reembolso não recebido ,"Bom, como de costume já comprava na empresa e nunca me decepcionei, podem dessa vez houve um erro muito grande e estou sendo prejudicada ate hoje por isso. Realizei uma compra de R$534,72, a compra foi paga por boleto a vista diretamente do debito tudo certinho. Porem a entrega foi dividida em 02 pacotes, o primeiro pacote chegou certinho dentro do prazo e o segundo não chegou, foi informado que precisava pagar uma taxa, estava com dificuldade para pagar a taxa e não consegui e nem chegou nenhuma notificação me informando sobre essa essa taxa. Finalmente consegui entrar no site dos correios para pagar a taxa pois eles me enviaram uma carta me auxiliando, mas quando eu entrei o prazo ja tinha sido expirado e a mercadoria foi devolvida ao remetente (SHEIN). Entrei no aplicativo, cancelei minha compra  e solicitei o reembolso DIRETO PARA A CONTA DE ORIGEM DO PAGAMENTO. No dia 02/10/2022 falaram que o reembolso havia feito e que de 2 -15 dias uteis iria cair na minha conta. Ja se passaram mais de 20 dias uteis e eu não recebi o meu dinheiro. VALOR TOTAL DE R$432,50. Preciso e quero a devolução do meu dinheiro em minha conta de origem da Nubenk. "
"Fiz uma compra na shein paguei via PIX o EBANX confirmou o pagamento, saiu da minha conta , mas até o momento não foi para a loja! Cancelei o pedido e quero meu reembolso, mas os canais da empresa não consigo contato! Tentei diversas maneiras ! Preciso do","Fiz uma compra na shein paguei via PIX o EBANX confirmou o pagamento, saiu da minha conta , mas até o momento não foi para a loja! Cancelei o pedido e quero meu reembolso, mas os canais da empresa não consigo contato! Tentei diversas maneiras !Preciso do estorno do valor na minha conta imediatamente!GABRIELY DOS SANTOS GSHN4H09B000Q3F "
Não consigo fazer mais compras ,"Faz uns dois meses , que tento fazer compras na shein e cão consigo , nem por cartões , nem em pix , nem boleto. Gostaria de saber por que é como isso pode ser resolvido "
De volta ao remetente ,"Comprei na shein e os correios brasileiros nao fizeram seu trabalho de fazer a entrega e ainda colocaram que o destinatário era desconhecido, e entao voltou ao remetente, porem esta em Curitiba a muitos dias, gostaria de saber como entrar em contato para retirar o produto, nao quero reembolso, quero os produtos"
compra devolvida,"fiz uma compra com na shein com cupom adquirido nas promocoes da paypal, nao mandaram o produto, fazendo com que fosse devolvido o pedido, como utilizei o cupom da promocao acabei perdendo o valor do cupom, como nao foi erro meu nem da paypal, o correto deveria ser reembolsado o valor na plataforma da propria shein, para nao ter prejuizo para nenhuma das partes"
